Delivery_person_Age,Delivery_person_Ratings,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_vehicle,multiple_deliveries,City,Time_taken(min),Day_Ordered,Month_Ordered,Year_Ordered,Type_of_order_Buffet,Type_of_order_Drinks,Type_of_order_Meal,Type_of_order_Snack,Festival_Yes
33.0,4.4,11.022477,76.995667,11.092477,77.065667,3,1,1,1,0.0,3,43,14,3,2022,0,0,1,0,0
24.0,4.6,22.310237,73.158921,22.370237,73.218921,4,3,0,1,1.0,3,25,1,3,2022,0,0,0,1,0
24.0,4.9,11.010375,76.95295,11.050375,76.99295,1,3,0,1,1.0,2,28,21,3,2022,1,0,0,0,0
33.0,4.5,22.745049,75.892471,22.835049,75.982471,5,4,2,2,0.0,2,17,10,3,2022,1,0,0,0,0
35.0,4.2,22.74806,75.8934,22.83806,75.9834,3,1,1,1,1.0,2,44,20,3,2022,0,1,0,0,0
27.0,4.2,19.178321,72.834715,19.268321,72.924715,5,1,0,1,1.0,2,33,6,4,2022,1,0,0,0,0
29.6091523786525,,13.054347,80.257221,13.104347,80.307221,2,3,1,2,1.0,3,19,15,3,2022,0,0,0,1,0
29.0,4.5,12.979096,77.640625,13.009096,77.670625,6,3,0,1,0.0,2,15,3,4,2022,0,0,0,1,0
34.0,4.7,27.163303,78.057044,27.293303,78.187044,1,4,1,2,1.0,2,27,12,2,2022,1,0,0,0,0
20.0,4.7,26.482419,80.320939,26.502419,80.340939,2,2,2,2,1.0,2,25,11,2,2022,0,0,1,0,0
29.0,4.8,22.310237,73.158921,22.350237,73.198921,6,2,1,1,1.0,2,18,5,4,2022,0,1,0,0,0
22.0,4.9,22.307898,73.167788,22.367898,73.227788,5,3,2,2,0.0,2,21,5,4,2022,0,0,0,1,0
35.0,4.9,27.160832,78.011608,27.230832,78.081608,2,1,0,1,2.0,2,53,18,2,2022,1,0,0,0,0
32.0,4.4,10.027014,76.308053,10.137014,76.418053,4,1,0,1,3.0,2,42,12,2,2022,0,1,0,0,0
28.0,4.9,30.890184,75.829615,31.000184,75.939615,6,1,2,1,1.0,2,20,14,2,2022,0,0,0,1,0
30.0,4.7,11.003681,76.975525,11.133681,77.105525,1,4,1,2,0.0,2,29,2,3,2022,0,0,1,0,0
22.0,4.7,12.986047,80.218114,13.096047,80.328114,5,1,2,2,0.0,3,15,4,4,2022,0,0,0,1,0
36.0,4.7,11.006686,76.951736,11.056686,77.001736,1,3,0,1,1.0,2,30,9,3,2022,1,0,0,0,0
23.0,4.8,21.15276,72.778059,21.28276,72.908059,3,1,0,1,1.0,2,28,12,3,2022,0,0,0,1,0
29.0,4.5,19.876106,75.340775,20.006106,75.470775,4,4,2,1,1.0,2,15,18,2,2022,0,0,1,0,0
34.0,4.9,13.005801,80.250744,13.115801,80.360744,4,1,0,1,3.0,3,50,23,3,2022,1,0,0,0,1
38.0,4.1,12.933298,77.614293,12.943298,77.624293,5,2,0,1,1.0,2,41,5,3,2022,1,0,0,0,1
35.0,5.0,0.0,0.0,0.07,0.07,1,3,0,1,1.0,2,37,27,3,2022,0,0,0,1,0
38.0,4.7,0.0,0.0,0.06,0.06,2,1,2,2,1.0,2,28,19,3,2022,0,1,0,0,0
32.0,4.3,30.328174,78.049117,30.398174,78.119117,2,3,1,2,2.0,2,35,16,2,2022,0,0,1,0,0
20.0,4.5,12.978453,77.643685,13.048453,77.713685,3,1,2,1,1.0,2,27,2,3,2022,1,0,0,0,0
25.0,4.9,13.058616,80.264151,13.138616,80.344151,1,1,0,1,2.0,2,43,2,3,2022,1,0,0,0,0
32.0,4.7,-27.165108,78.015053,27.225108,78.075053,4,1,2,2,1.0,2,31,13,2,2022,0,0,1,0,0
39.0,4.1,0.0,0.0,0.13,0.13,2,1,1,1,2.0,2,39,14,2,2022,0,1,0,0,0
31.0,4.4,22.307898,73.167788,22.417898,73.277788,5,1,0,1,1.0,3,47,20,3,2022,1,0,0,0,0
37.0,4.5,21.170096,72.789122,21.220096,72.839122,1,4,0,1,1.0,3,26,11,3,2022,1,0,0,0,0
36.0,4.9,30.905562,75.832841,30.995562,75.922841,2,3,2,3,1.0,2,31,18,2,2022,0,0,0,1,0
37.0,3.8,26.849596,75.800512,26.989596,75.940512,4,1,1,1,1.0,2,42,4,4,2022,0,0,0,1,0
29.6091523786525,,-18.55144,-73.804855,18.61144,73.864855,5,1,2,2,0.0,3,12,5,3,2022,0,0,1,0,0
37.0,4.4,27.163303,78.057044,27.243303,78.137044,4,1,0,1,1.0,2,39,18,2,2022,0,1,0,0,0
35.0,4.9,26.902328,75.794257,26.932328,75.824257,1,3,2,3,0.0,2,18,26,3,2022,0,0,1,0,0
22.0,4.8,26.90519,75.810753,26.99519,75.900753,4,1,1,2,1.0,3,22,29,3,2022,0,0,0,1,0
28.0,4.8,17.428294,78.404423,17.448294,78.424423,1,4,0,1,1.0,2,23,1,3,2022,1,0,0,0,0
39.0,4.0,12.316967,76.603067,12.446967,76.733067,5,3,0,1,0.0,2,48,18,3,2022,0,1,0,0,0
29.0,4.5,12.975377,77.696664,13.055377,77.776664,3,4,1,2,0.0,3,13,31,3,2022,0,0,0,1,0
39.0,4.6,13.026286,80.275235,13.046286,80.295235,4,2,2,1,1.0,2,32,30,3,2022,0,1,0,0,0
25.0,4.9,12.323978,76.627961,12.453978,76.757961,4,1,2,3,0.0,3,16,6,3,2022,0,0,0,1,0
34.0,5.0,11.025083,77.015393,11.055083,77.045393,2,3,2,3,0.0,3,19,5,3,2022,0,0,0,1,0
22.0,4.8,12.933284,77.615428,12.953284,77.635428,6,4,1,1,1.0,2,18,26,3,2022,0,1,0,0,0
27.0,5.0,26.492106,80.327797,26.562106,80.397797,3,1,0,1,1.0,2,27,16,2,2022,1,0,0,0,0
28.0,4.5,19.003517,72.82765,19.073517,72.89765,6,3,0,1,1.0,3,25,12,3,2022,0,1,0,0,0
32.0,5.0,10.994136,76.963303,11.024136,76.993303,5,3,2,2,1.0,2,31,1,3,2022,0,1,0,0,0
29.6091523786525,,23.353783,85.326967,23.463783,85.436967,1,1,2,2,1.0,2,39,4,4,2022,0,1,0,0,0
27.0,4.6,17.440827,78.393391,17.510827,78.463391,6,3,0,1,0.0,2,20,16,3,2022,0,0,0,1,0
35.0,3.9,19.12663,72.829976,19.20663,72.909976,3,1,1,1,2.0,2,38,29,3,2022,0,0,0,1,0
22.0,4.6,12.297954,76.665169,12.327954,76.695169,3,4,1,1,1.0,2,19,5,3,2022,1,0,0,0,0
35.0,4.7,0.0,0.0,0.03,0.03,6,1,2,3,1.0,2,17,17,2,2022,0,1,0,0,0
30.0,4.6,22.308096,73.167753,22.318096,73.177753,2,4,0,1,0.0,3,24,13,3,2022,1,0,0,0,0
39.0,4.8,12.323194,76.630583,12.343194,76.650583,1,2,2,2,1.0,3,26,13,3,2022,0,1,0,0,0
33.0,4.8,17.450851,78.379347,17.510851,78.439347,4,3,2,1,1.0,2,28,3,4,2022,0,0,1,0,0
20.0,4.7,18.543626,73.905101,18.623626,73.985101,4,3,2,2,1.0,3,16,23,3,2022,0,0,0,1,0
20.0,4.7,0.0,0.0,0.03,0.03,1,3,2,1,0.0,3,17,1,3,2022,1,0,0,0,0
34.0,4.2,12.304569,76.643622,12.364569,76.703622,3,4,0,1,0.0,3,24,13,3,2022,0,0,0,1,0
37.0,4.3,26.849596,75.800512,26.869596,75.820512,5,2,2,2,1.0,2,34,15,3,2022,0,0,1,0,0
20.0,4.8,19.003517,72.82765,19.013517,72.83765,2,4,1,1,1.0,3,16,9,3,2022,0,0,0,1,0
33.0,4.9,21.160522,72.771477,21.210522,72.821477,3,4,1,1,1.0,2,26,5,4,2022,0,1,0,0,0
21.0,5.0,22.728163,75.884212,22.858163,76.014212,1,3,1,1,1.0,2,25,2,4,2022,0,1,0,0,0
33.0,4.6,22.31279,73.170283,22.38279,73.240283,1,3,0,1,2.0,2,49,10,3,2022,0,0,1,0,0
24.0,4.6,12.98041,77.640489,13.06041,77.720489,3,3,2,3,0.0,3,24,23,3,2022,0,0,0,1,0
36.0,4.7,0.0,0.0,0.02,0.02,4,2,2,2,2.0,2,32,13,3,2022,0,0,1,0,0
30.0,4.6,19.131141,72.813074,19.16114,72.843074,6,3,0,1,1.0,2,26,7,3,2022,1,0,0,0,0
32.0,4.9,17.433809,78.386744,17.523809,78.476744,4,4,1,2,1.0,2,24,18,3,2022,1,0,0,0,0
28.0,4.6,17.428294,78.404423,17.558294,78.534423,5,1,2,3,0.0,2,16,31,3,2022,0,1,0,0,0
21.0,4.7,26.766536,75.837333,26.896536,75.967333,3,1,2,2,1.0,2,27,4,4,2022,0,1,0,0,0
39.0,4.9,19.879631,75.323403,19.899631,75.343403,1,2,0,1,1.0,2,25,17,2,2022,0,1,0,0,0
32.0,4.7,13.026286,80.275235,13.046286,80.295235,2,4,0,1,0.0,2,26,26,3,2022,0,1,0,0,0
20.0,4.5,19.091458,72.827808,19.151458,72.887808,4,1,1,2,1.0,3,25,28,3,2022,1,0,0,0,0
29.6091523786525,,0.0,0.0,0.03,0.03,1,4,0,1,1.0,2,26,5,3,2022,0,0,1,0,0
36.0,5.0,26.849596,75.800512,26.859596,75.810512,1,4,2,2,1.0,3,15,15,3,2022,0,0,1,0,0
28.0,4.8,12.934179,77.615797,12.954179,77.635797,6,4,1,2,1.0,3,18,17,3,2022,1,0,0,0,0
32.0,4.5,18.520016,73.830547,18.570016,73.880547,1,1,0,1,1.0,2,30,9,3,2022,1,0,0,0,0
39.0,4.4,12.986047,80.218114,13.096047,80.328114,2,1,1,2,1.0,2,46,2,4,2022,0,1,0,0,0
30.0,4.7,21.170798,72.790489,21.280798,72.900489,3,4,0,1,1.0,2,24,29,3,2022,0,1,0,0,0
32.0,4.4,18.563934,73.915367,18.603935,73.955367,4,3,0,1,1.0,2,37,5,3,2022,0,1,0,0,0
23.0,4.6,22.760072,75.892574,22.850072,75.982574,3,1,0,1,1.0,2,27,29,3,2022,0,0,0,1,0
31.0,4.2,22.761226,75.887522,22.821226,75.947522,3,3,2,3,1.0,2,32,5,3,2022,0,0,1,0,0
37.0,4.6,19.178321,72.834715,19.198321,72.854715,5,2,2,3,1.0,3,28,13,3,2022,1,0,0,0,0
20.0,4.5,21.149834,72.778666,21.199834,72.828666,4,1,0,1,1.0,2,29,3,3,2022,0,1,0,0,0
28.0,4.5,26.88842,75.800689,26.89842,75.810689,4,4,0,1,1.0,2,27,3,3,2022,0,0,0,1,0
22.0,4.9,12.297954,76.665169,12.307954,76.675169,2,4,1,1,0.0,2,11,24,3,2022,0,0,0,1,0
20.0,4.7,17.458998,78.500366,17.518998,78.560366,2,3,1,1,1.0,3,13,15,3,2022,1,0,0,0,0
34.0,4.8,23.354422,85.3329,23.484422,85.4629,3,4,1,2,1.0,2,27,12,3,2022,1,0,0,0,0
38.0,4.8,13.044694,80.26147,13.084694,80.30147,3,2,1,2,1.0,2,25,13,3,2022,0,0,0,1,0
32.0,4.5,23.416792,85.316842,23.456792,85.356842,2,2,2,1,1.0,2,27,5,4,2022,1,0,0,0,0
34.0,4.9,18.520016,73.830547,18.630016,73.940547,6,4,2,2,1.0,2,26,2,3,2022,0,0,0,1,0
33.0,3.9,22.722634,75.886959,22.812634,75.976959,3,3,2,3,1.0,2,32,8,3,2022,0,0,1,0,0
34.0,4.5,22.745536,75.893106,22.765536,75.913106,3,4,1,1,1.0,2,25,21,3,2022,0,0,1,0,0
32.0,4.6,0.0,0.0,0.03,0.03,5,1,2,1,1.0,2,32,24,3,2022,0,0,1,0,0
29.6091523786525,,12.972161,77.596014,13.042161,77.666014,6,4,1,2,2.0,2,42,20,3,2022,0,1,0,0,1
34.0,4.7,12.304569,76.643622,12.354569,76.693622,6,1,0,1,1.0,2,29,11,3,2022,0,1,0,0,0
26.0,4.6,21.175104,72.804342,21.245104,72.874342,2,1,1,2,0.0,2,32,10,3,2022,1,0,0,0,0
31.0,4.0,12.935662,77.61413,13.015662,77.69413,2,4,0,1,1.0,2,35,12,3,2022,0,1,0,0,0
39.0,4.8,21.17106,72.789292,21.21106,72.829292,6,2,0,1,1.0,2,27,19,3,2022,0,1,0,0,0
27.0,4.8,0.0,0.0,0.01,0.01,6,4,1,1,0.0,2,15,15,2,2022,0,0,1,0,0
32.0,5.0,17.450851,78.379347,17.500851,78.429347,2,1,2,2,1.0,3,27,9,3,2022,1,0,0,0,0
32.0,4.5,22.526461,88.364453,22.576461,88.414453,5,3,0,1,1.0,2,30,13,2,2022,0,0,1,0,0
39.0,4.1,23.371292,85.327872,23.441292,85.397872,6,3,0,1,1.0,2,32,27,3,2022,0,0,0,1,0
36.0,4.8,18.520016,73.830547,18.530016,73.840547,5,4,2,3,0.0,2,25,21,3,2022,0,0,1,0,0
37.0,4.1,13.029198,77.570997,13.059198,77.600997,3,3,0,1,1.0,2,38,15,3,2022,1,0,0,0,0
37.0,4.8,23.416792,85.316842,23.476792,85.376842,1,1,1,2,1.0,2,26,26,3,2022,0,0,1,0,0
38.0,3.7,18.520016,73.830547,18.630016,73.940547,5,1,1,1,1.0,2,31,25,3,2022,0,0,1,0,0
28.0,4.7,23.416792,85.316842,23.436792,85.336842,5,2,2,2,1.0,2,28,1,3,2022,0,1,0,0,0
34.0,3.8,18.546258,73.904337,18.656258,74.014337,5,3,1,2,0.0,2,31,10,3,2022,0,0,1,0,0
32.0,4.9,13.026286,80.275235,13.136286,80.385235,2,4,1,1,1.0,2,29,27,3,2022,1,0,0,0,0
22.0,4.7,26.921411,75.793604,26.981411,75.853604,3,4,1,1,0.0,3,17,11,3,2022,1,0,0,0,0
31.0,4.0,22.552672,88.352885,22.642672,88.442885,3,3,0,1,3.0,2,45,14,2,2022,0,1,0,0,1
27.0,4.0,12.352058,76.60665,12.432058,76.68665,4,3,0,1,1.0,2,34,29,3,2022,0,0,1,0,0
29.0,4.9,11.022298,76.998349,11.132298,77.108349,3,1,1,2,0.0,2,24,20,3,2022,0,1,0,0,0
38.0,4.8,11.008638,76.984311,11.068638,77.044311,4,1,0,1,3.0,2,44,28,3,2022,0,0,1,0,0
35.0,4.8,21.149669,72.772629,21.199669,72.822629,2,1,2,1,2.0,2,36,1,4,2022,0,0,0,1,0
31.0,4.9,12.972161,77.596014,13.002161,77.626014,6,1,0,1,0.0,2,28,3,4,2022,0,0,1,0,0
30.0,4.3,13.049645,80.242268,13.139645,80.332268,3,3,1,2,2.0,2,37,6,3,2022,0,1,0,0,0
24.0,4.9,0.0,0.0,0.06,0.06,1,3,1,1,0.0,3,10,3,4,2022,0,0,0,1,0
33.0,4.8,17.430448,78.418213,17.520448,78.508213,5,4,2,1,0.0,3,23,10,3,2022,0,1,0,0,0
29.0,4.6,30.372202,78.077151,30.442202,78.147151,4,4,0,1,0.0,2,22,18,2,2022,0,0,1,0,0
38.0,4.6,19.176269,72.836721,19.216269,72.876721,5,2,2,2,1.0,2,26,17,3,2022,0,0,0,1,0
26.0,4.9,23.351489,85.324253,23.411489,85.384253,4,1,0,1,1.0,2,34,13,3,2022,0,1,0,0,0
39.0,4.8,0.0,0.0,0.04,0.04,4,3,2,2,0.0,2,26,17,3,2022,1,0,0,0,0
34.0,4.2,18.530963,73.828972,18.590963,73.888972,5,4,0,1,1.0,2,28,21,3,2022,0,0,1,0,0
26.0,4.7,26.766536,75.837333,26.826536,75.897333,3,4,2,1,0.0,2,14,9,3,2022,0,0,0,1,0
35.0,4.7,22.722634,75.886959,22.762634,75.926959,2,3,2,1,1.0,2,17,3,3,2022,0,0,1,0,0
36.0,4.2,12.98041,77.640489,13.01041,77.670489,4,3,0,1,1.0,2,37,1,4,2022,0,1,0,0,0
24.0,2.6,22.307898,73.167788,22.417898,73.277788,6,4,1,1,1.0,2,42,6,4,2022,0,1,0,0,1
29.6091523786525,,0.0,0.0,0.07,0.07,6,3,0,1,0.0,3,17,10,3,2022,0,0,0,1,0
33.0,4.3,19.091458,72.827808,19.201458,72.937808,2,3,1,1,1.0,2,34,2,4,2022,0,0,1,0,0
26.0,4.6,19.874733,75.353942,19.984733,75.463942,3,3,1,1,1.0,2,25,14,2,2022,1,0,0,0,0
32.0,5.0,13.045479,80.23311,13.155479,80.34311,3,1,1,2,1.0,3,30,4,3,2022,1,0,0,0,0
37.0,4.9,26.956431,75.776649,27.046431,75.866649,1,1,0,1,2.0,2,48,20,3,2022,0,0,1,0,0
26.0,4.9,10.027014,76.308053,10.157014,76.438053,5,4,2,2,1.0,2,18,12,2,2022,0,1,0,0,0
31.0,4.8,11.008638,76.984311,11.138638,77.114311,5,4,1,2,0.0,2,28,27,3,2022,0,1,0,0,0
37.0,4.6,13.022394,80.242439,13.112394,80.332439,5,3,1,1,1.0,3,26,10,3,2022,1,0,0,0,0
26.0,4.7,19.065838,72.832658,19.175838,72.942658,6,1,2,2,0.0,3,16,6,3,2022,0,1,0,0,0
37.0,4.8,22.75004,75.902847,22.78004,75.932847,2,1,0,1,0.0,2,25,7,3,2022,0,0,1,0,0
22.0,4.6,0.0,0.0,0.13,0.13,6,1,2,1,0.0,2,22,4,4,2022,0,1,0,0,0
21.0,4.4,21.173493,72.801953,21.203493,72.831953,3,4,0,1,0.0,2,15,3,4,2022,0,1,0,0,0
22.0,4.0,13.029198,77.570997,13.039198,77.580997,4,4,0,1,1.0,3,28,13,3,2022,0,0,0,1,0
38.0,4.5,13.026279,80.174568,13.036279,80.184568,3,4,1,1,1.0,3,20,28,3,2022,0,0,1,0,0
28.0,4.0,13.091809,80.219104,13.131809,80.259104,5,2,0,1,1.0,2,32,15,3,2022,1,0,0,0,0
29.0,4.7,0.0,0.0,0.13,0.13,4,1,1,2,0.0,3,17,4,4,2022,0,0,1,0,0
31.0,4.9,22.308096,73.167753,22.348096,73.207753,2,2,1,1,1.0,2,38,28,3,2022,0,1,0,0,0
24.0,4.8,21.183434,72.814492,21.203434,72.834492,2,4,2,2,0.0,2,14,1,3,2022,0,0,0,1,0
33.0,4.8,0.0,0.0,0.04,0.04,3,3,1,1,1.0,2,26,13,3,2022,1,0,0,0,0
26.0,4.9,18.533811,73.899315,18.623811,73.989315,4,1,0,1,1.0,2,30,2,4,2022,0,0,0,1,0
29.6091523786525,,23.351489,85.324253,23.431489,85.404253,3,4,1,2,1.0,2,28,4,4,2022,0,0,1,0,0
20.0,4.7,11.003681,76.975525,11.053681,77.025525,2,1,1,2,1.0,2,29,15,3,2022,0,0,0,1,0
29.0,4.8,21.149669,72.772629,21.279669,72.902629,3,4,1,2,0.0,3,12,6,4,2022,1,0,0,0,0
32.0,4.0,12.975377,77.696664,13.045377,77.766664,3,3,0,1,3.0,3,49,23,3,2022,1,0,0,0,1
20.0,4.9,22.311358,73.164798,22.421358,73.274798,1,3,0,1,1.0,2,42,25,3,2022,0,0,1,0,0
26.0,5.0,12.986047,80.218114,13.056047,80.288114,4,3,2,3,1.0,3,24,27,3,2022,0,0,1,0,0
38.0,4.8,21.175975,72.795503,21.285975,72.905503,2,1,2,1,1.0,2,46,25,3,2022,1,0,0,0,0
34.0,4.6,15.496162,73.825364,15.536162,73.865364,4,2,2,3,1.0,3,27,17,2,2022,0,0,1,0,0
27.0,4.5,26.913726,75.75282,26.933726,75.77282,5,4,1,1,0.0,2,13,3,4,2022,0,0,0,1,0
29.0,5.0,22.569367,88.433187,22.639367,88.503187,3,1,1,1,1.0,2,25,12,2,2022,0,1,0,0,0
24.0,4.9,21.170798,72.790489,21.300798,72.920489,3,1,2,1,1.0,3,24,4,4,2022,0,1,0,0,0
21.0,4.9,22.74806,75.8934,22.75806,75.9034,2,4,1,1,0.0,2,12,5,3,2022,1,0,0,0,0
33.0,4.4,30.895817,75.813112,30.905817,75.823112,3,4,0,1,1.0,2,24,13,2,2022,0,1,0,0,0
35.0,4.7,23.357804,85.325146,23.417804,85.385146,4,1,1,1,1.0,2,29,1,3,2022,0,0,1,0,0
35.0,4.7,11.010375,76.95295,11.090375,77.03295,5,4,2,2,1.0,2,18,31,3,2022,0,0,0,1,0
29.6091523786525,,12.323994,76.626167,12.353994,76.656167,5,3,0,1,0.0,2,13,28,3,2022,1,0,0,0,0
29.0,4.8,19.120083,72.907385,19.190083,72.977385,2,4,1,1,1.0,2,23,6,4,2022,0,1,0,0,0
21.0,4.9,18.563934,73.915367,18.643935,73.995367,3,4,0,1,1.0,2,19,23,3,2022,1,0,0,0,0
29.0,4.6,12.906229,77.596791,13.016229,77.706791,3,1,0,1,1.0,3,29,4,4,2022,0,0,1,0,0
22.0,4.7,12.933298,77.614293,13.023298,77.704293,6,1,0,1,0.0,2,24,20,3,2022,0,0,0,1,0
24.0,4.4,27.161661,78.011544,27.241661,78.091544,2,1,2,2,0.0,2,40,18,2,2022,0,0,1,0,0
23.0,4.9,12.337928,76.617889,12.347928,76.627889,5,2,2,2,0.0,2,22,11,3,2022,0,0,0,1,0
33.0,4.1,10.994136,76.963303,11.074136,77.043303,4,3,0,1,1.0,2,43,10,3,2022,0,1,0,0,0
35.0,4.6,17.440827,78.393391,17.550827,78.503391,3,3,2,2,1.0,2,26,2,3,2022,0,0,1,0,0
21.0,4.7,11.003681,76.975525,11.033681,77.005525,3,3,1,2,0.0,2,27,24,3,2022,1,0,0,0,0
39.0,4.4,13.064181,80.236442,13.154181,80.326442,1,4,0,1,2.0,2,35,23,3,2022,0,0,1,0,0
34.0,4.8,13.066762,80.251865,13.116762,80.301865,3,4,2,2,1.0,2,27,26,3,2022,0,1,0,0,0
29.0,4.9,21.160437,72.774209,21.200437,72.814209,2,2,0,1,1.0,3,27,15,3,2022,0,1,0,0,0
20.0,4.7,19.091458,72.827808,19.111458,72.847808,1,4,1,2,0.0,2,17,19,3,2022,1,0,0,0,0
20.0,4.8,0.0,0.0,0.07,0.07,4,4,0,1,0.0,3,17,12,2,2022,0,1,0,0,0
30.0,4.7,23.416792,85.316842,23.476792,85.376842,6,4,1,1,0.0,2,15,24,3,2022,0,1,0,0,0
37.0,4.7,30.362686,78.06889,30.492686,78.19889,1,1,2,2,1.0,2,39,12,2,2022,1,0,0,0,0
26.0,5.0,17.410371,78.437225,17.520371,78.547225,6,3,0,1,1.0,2,18,4,4,2022,0,1,0,0,0
32.0,4.9,0.0,0.0,0.08,0.08,2,3,0,1,3.0,3,48,18,2,2022,0,0,1,0,1
21.0,4.7,18.56245,73.916619,18.65245,74.006619,1,4,2,2,0.0,2,28,10,3,2022,0,1,0,0,0
35.0,4.8,12.972161,77.596014,12.992161,77.616014,4,4,2,2,0.0,2,29,13,3,2022,0,0,0,1,0
39.0,4.6,23.416792,85.316842,23.446792,85.346842,4,3,2,1,0.0,3,32,11,3,2022,1,0,0,0,0
39.0,5.0,12.906229,77.596791,13.036229,77.726791,2,4,0,1,1.0,2,41,2,3,2022,0,0,1,0,0
27.0,4.9,9.979186,76.317361,10.049186,76.387361,2,1,0,1,2.0,2,39,18,2,2022,0,1,0,0,0
33.0,4.8,13.049645,80.242268,13.079645,80.272268,1,3,2,2,0.0,2,16,7,3,2022,0,1,0,0,0
33.0,4.8,17.411028,78.329645,17.541028,78.459645,1,1,0,1,3.0,2,48,10,3,2022,0,0,1,0,0
37.0,4.7,12.933284,77.615428,13.003284,77.685428,2,3,1,1,0.0,2,40,6,4,2022,1,0,0,0,0
20.0,4.6,11.000762,76.981876,11.020762,77.001876,5,4,1,1,0.0,3,11,3,3,2022,0,1,0,0,0
20.0,4.6,0.0,0.0,0.08,0.08,6,1,2,1,1.0,3,19,12,2,2022,1,0,0,0,0
31.0,4.2,18.539299,73.897902,18.609299,73.967902,2,1,1,2,1.0,3,35,10,3,2022,0,1,0,0,0
27.0,4.6,11.022298,76.998349,11.042298,77.018349,6,2,2,3,0.0,2,16,7,3,2022,1,0,0,0,0
37.0,4.9,22.310329,73.169083,22.360329,73.219083,1,3,1,2,0.0,3,15,9,3,2022,0,1,0,0,0
34.0,4.4,12.949934,77.699386,12.999934,77.749386,5,1,2,2,1.0,3,31,5,3,2022,1,0,0,0,0
25.0,4.7,11.022169,76.999594,11.082169,77.059594,1,4,1,1,0.0,3,11,17,3,2022,0,0,0,1,0
37.0,4.7,19.875908,75.358888,19.925908,75.408888,2,4,0,1,1.0,3,22,17,2,2022,0,0,1,0,0
27.0,5.0,12.326356,76.619103,12.366356,76.659103,1,2,0,1,0.0,2,24,5,3,2022,0,1,0,0,0
36.0,4.7,17.431477,78.40035,17.451477,78.42035,2,4,2,3,0.0,3,16,11,3,2022,0,0,0,1,0
20.0,4.9,0.0,0.0,0.01,0.01,2,2,1,1,1.0,2,31,11,2,2022,0,1,0,0,0
28.0,4.7,11.003669,76.976494,11.073669,77.046494,1,1,1,2,1.0,2,31,14,3,2022,0,0,0,1,0
36.0,4.0,0.0,0.0,0.02,0.02,3,4,0,1,0.0,2,33,30,3,2022,1,0,0,0,0
20.0,4.7,13.022394,80.242439,13.072394,80.292439,5,4,2,2,1.0,2,16,17,3,2022,0,1,0,0,0
22.0,4.7,18.51421,73.838429,18.62421,73.948429,3,4,0,1,1.0,2,16,6,4,2022,1,0,0,0,0
34.0,4.8,21.186884,72.793616,21.196884,72.803616,2,4,2,3,1.0,2,18,5,4,2022,1,0,0,0,0
25.0,4.8,22.307898,73.167788,22.417898,73.277788,3,3,1,2,0.0,2,26,14,3,2022,0,1,0,0,0
38.0,5.0,19.875522,75.367127,19.925522,75.417127,4,1,1,2,1.0,2,34,15,2,2022,0,0,1,0,0
34.0,3.5,26.892312,75.806896,26.972313,75.886896,3,3,2,1,1.0,2,32,31,3,2022,0,0,0,1,0
24.0,4.9,22.310237,73.158921,22.420237,73.268921,3,1,1,1,0.0,2,22,20,3,2022,0,1,0,0,0
33.0,4.6,23.359033,85.325347,23.449033,85.415347,3,1,0,1,2.0,3,50,12,3,2022,0,0,0,1,1
21.0,4.6,22.552996,88.35231,22.572996,88.37231,5,2,1,2,1.0,3,16,17,2,2022,0,0,0,1,0
25.0,4.6,22.538731,88.364878,22.598731,88.424878,5,3,0,1,0.0,2,23,15,2,2022,0,1,0,0,0
23.0,4.9,22.311603,73.165012,22.351603,73.205012,3,2,0,1,1.0,2,19,5,4,2022,1,0,0,0,0
34.0,4.9,30.895204,75.822103,30.945204,75.872103,5,4,1,1,1.0,2,25,17,2,2022,0,0,0,1,0
25.0,4.7,17.428294,78.404423,17.498294,78.474423,1,3,2,2,1.0,2,37,31,3,2022,0,0,0,1,0
28.0,4.9,25.450329,81.834279,25.540329,81.924279,4,4,2,3,0.0,2,10,12,2,2022,0,1,0,0,0
34.0,3.7,18.546947,73.900626,18.656947,74.010626,5,1,1,2,1.0,2,34,27,3,2022,1,0,0,0,0
24.0,4.5,26.956431,75.776649,27.066431,75.886649,5,4,1,2,1.0,2,14,8,3,2022,0,0,1,0,0
38.0,4.6,19.1813,72.836191,19.2413,72.896191,4,1,1,2,1.0,2,30,21,3,2022,1,0,0,0,0
32.0,4.8,30.340722,78.060221,30.430722,78.150221,6,3,1,1,0.0,2,17,16,2,2022,1,0,0,0,0
28.0,5.0,19.874733,75.353942,19.964733,75.443942,4,3,0,1,0.0,2,29,14,2,2022,1,0,0,0,0
29.0,4.5,26.911927,75.797282,27.001927,75.887282,1,3,0,1,1.0,2,37,31,3,2022,0,1,0,0,0
28.0,4.8,13.058616,80.264151,13.188616,80.394151,4,1,2,3,0.0,2,23,16,3,2022,0,1,0,0,0
39.0,4.8,12.352058,76.60665,12.402058,76.65665,3,1,1,1,1.0,2,30,5,3,2022,0,1,0,0,0
39.0,4.8,0.0,0.0,0.07,0.07,3,1,1,2,1.0,2,29,12,3,2022,1,0,0,0,0
26.0,4.8,22.727021,75.884167,22.747021,75.904167,3,4,2,2,0.0,2,14,26,3,2022,1,0,0,0,0
