Delivery_person_Age,Delivery_person_Ratings,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken_min,Day_Ordered,Month_Ordered,Year_Ordered
36.0,4.6,23.354422,85.3329,23.374422,85.3529,Windy,Low,1,Buffet,scooter,1.0,No,Metropolitian,25,1,3,2022
22.0,4.7,18.530963,73.828972,18.660963,73.958972,Windy,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,27,6,4,2022
25.0,4.7,0.0,0.0,0.03,0.03,Fog,Medium,1,Meal,scooter,0.0,No,Metropolitian,14,13,2,2022
31.0,4.0,22.761593,75.886362,22.801593,75.926362,Stormy,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,31,9,3,2022
24.0,4.5,19.120083,72.907385,19.190083,72.977385,Sunny,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,20,23,3,2022
24.0,4.8,18.546947,73.900626,18.656947,74.010626,Fog,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,38,4,4,2022
35.0,4.5,11.022169,76.999594,11.082169,77.059594,Fog,Medium,2,Drinks,motorcycle,0.0,No,Urban,17,7,3,2022
26.0,4.4,22.310329,73.169083,22.320329,73.179083,Windy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,19,19,3,2022
,,13.029198,77.570997,13.049198,77.590997,Sunny,Low,0,Meal,motorcycle,1.0,No,,10,26,3,2022
31.0,4.3,10.027364,76.308258,10.117364,76.398258,Cloudy,Low,1,Snack,scooter,0.0,No,Urban,31,16,2,2022
39.0,4.8,0.0,0.0,0.13,0.13,Cloudy,Medium,0,Meal,motorcycle,1.0,Yes,Metropolitian,41,16,2,2022
30.0,4.2,18.569156,73.774723,18.699156,73.904723,Cloudy,Jam,1,Drinks,scooter,0.0,No,Metropolitian,48,14,3,2022
32.0,4.8,21.17106,72.789292,21.30106,72.919292,Windy,Low,1,Drinks,scooter,1.0,No,Metropolitian,24,31,3,2022
37.0,4.3,0.0,0.0,0.07,0.07,Cloudy,Low,0,Drinks,motorcycle,2.0,No,,39,20,3,2022
27.0,4.8,23.357804,85.325146,23.467804,85.435146,Cloudy,Jam,2,Meal,scooter,1.0,No,Metropolitian,33,2,3,2022
33.0,4.6,12.323978,76.627961,12.373978,76.677961,Windy,Jam,2,Meal,electric_scooter,0.0,No,Urban,25,1,3,2022
36.0,4.4,12.352058,76.60665,12.412058,76.66665,Stormy,Jam,2,Drinks,scooter,1.0,No,Metropolitian,33,9,3,2022
30.0,4.4,21.186884,72.793616,21.316884,72.923616,Cloudy,Jam,1,Drinks,scooter,0.0,No,Metropolitian,48,4,4,2022
29.0,4.7,0.0,0.0,0.04,0.04,Fog,High,1,Snack,scooter,1.0,No,Urban,25,17,2,2022
32.0,4.8,30.332735,78.054222,30.402735,78.124222,Cloudy,Jam,0,Meal,motorcycle,3.0,No,Metropolitian,46,18,2,2022
37.0,4.2,23.359407,85.325055,23.469407,85.435055,Cloudy,Jam,1,Meal,motorcycle,2.0,No,Semi-Urban,46,2,4,2022
39.0,4.2,22.761593,75.886362,22.781593,75.906362,Fog,High,0,Buffet,motorcycle,1.0,No,Urban,32,21,3,2022
34.0,4.7,26.913987,75.752891,26.933987,75.772891,Stormy,Low,1,Snack,scooter,,No,Urban,28,19,3,2022
23.0,5.0,22.5491,88.400467,22.6791,88.530467,Fog,Low,0,Meal,motorcycle,1.0,No,Metropolitian,23,18,2,2022
23.0,5.0,0.0,0.0,0.08,0.08,Fog,Jam,2,Buffet,scooter,1.0,No,Metropolitian,36,16,3,2022
23.0,4.5,19.221315,72.862381,19.241315,72.882381,Cloudy,Low,1,Snack,scooter,,No,Metropolitian,17,15,3,2022
29.0,4.9,27.163303,78.057044,27.173303,78.067044,Fog,Low,1,Snack,motorcycle,1.0,No,Urban,17,17,2,2022
39.0,4.8,22.310526,73.170937,22.370526,73.230937,Fog,Jam,2,Meal,motorcycle,1.0,No,Metropolitian,37,1,4,2022
36.0,4.9,17.426228,78.407495,17.466228,78.447495,Cloudy,High,2,Drinks,scooter,0.0,No,Urban,27,28,3,2022
21.0,4.7,23.351489,85.324253,23.391489,85.364253,Windy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,23,1,4,2022
26.0,4.6,12.972161,77.596014,13.032161,77.656014,Stormy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,23,26,3,2022
30.0,5.0,26.88842,75.800689,26.94842,75.860689,Sunny,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,28,19,3,2022
28.0,4.7,18.592718,73.773572,18.662718,73.843572,Fog,Low,0,Buffet,motorcycle,1.0,No,Urban,23,18,3,2022
35.0,5.0,22.308096,73.167753,22.418096,73.277753,Fog,Jam,1,Drinks,scooter,2.0,No,Metropolitian,37,27,3,2022
37.0,5.0,22.307898,73.167788,22.417898,73.277788,Sandstorms,Jam,0,Buffet,motorcycle,2.0,No,Metropolitian,39,2,4,2022
,,0.0,0.0,0.06,0.06,Sandstorms,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,22,1,3,2022
35.0,4.9,23.359407,85.325055,23.409407,85.375055,Windy,Jam,2,Snack,electric_scooter,1.0,No,Metropolitian,26,5,4,2022
35.0,4.4,21.157729,72.768726,21.267729,72.878726,Sandstorms,Medium,1,Buffet,scooter,0.0,No,Metropolitian,33,31,3,2022
25.0,4.5,0.0,0.0,0.02,0.02,Stormy,Low,1,Meal,scooter,1.0,No,Metropolitian,17,7,3,2022
29.0,4.9,9.966783,76.242981,10.056783,76.332981,Stormy,Medium,1,Buffet,scooter,0.0,No,Urban,18,18,2,2022
23.0,4.9,19.1093,72.825451,19.1693,72.885451,Sandstorms,Low,1,Snack,scooter,1.0,No,Metropolitian,16,7,3,2022
28.0,4.0,21.175104,72.804342,21.225104,72.854342,Stormy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,28,7,3,2022
22.0,5.0,17.411028,78.329645,17.431028,78.349645,Sunny,Low,1,Snack,scooter,0.0,No,Metropolitian,18,1,4,2022
22.0,4.5,-19.875908,75.358888,19.935908,75.418888,Cloudy,Medium,1,Meal,motorcycle,0.0,No,Metropolitian,18,13,2,2022
,,17.428294,78.404423,17.558294,78.534423,,,3,Snack,motorcycle,2.0,No,Metropolitian,40,4,4,2022
30.0,4.7,26.921411,75.793604,27.051411,75.923604,Stormy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,21,4,4,2022
22.0,4.9,18.533811,73.899315,18.593811,73.959315,Sandstorms,Low,2,Drinks,scooter,1.0,No,Metropolitian,16,24,3,2022
34.0,4.0,12.979096,77.640625,12.999096,77.660625,Stormy,Low,0,Drinks,motorcycle,1.0,No,Urban,30,19,3,2022
20.0,4.7,21.183434,72.814492,21.203434,72.834492,Cloudy,High,1,Buffet,motorcycle,1.0,No,Metropolitian,27,30,3,2022
,,17.431477,78.40035,17.511477,78.48035,Sunny,Low,1,Snack,scooter,1.0,No,Urban,15,29,3,2022
25.0,4.6,12.975377,77.696664,13.025377,77.746664,Stormy,Low,2,Buffet,motorcycle,1.0,No,Metropolitian,18,21,3,2022
38.0,4.4,18.53408,73.89852,18.66408,74.02852,Stormy,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,43,25,3,2022
25.0,4.8,23.371292,85.327872,23.421292,85.377872,Windy,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,22,30,3,2022
23.0,4.9,26.473698,80.352677,26.503698,80.382677,Stormy,Jam,2,Buffet,electric_scooter,0.0,No,Metropolitian,10,17,2,2022
39.0,4.3,23.353783,85.326967,23.483783,85.456967,Windy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,35,31,3,2022
20.0,4.8,26.905287,75.794592,26.925287,75.814592,Cloudy,High,1,Snack,scooter,1.0,No,Metropolitian,22,13,3,2022
38.0,3.9,18.536718,73.830327,18.606718,73.900327,Stormy,Medium,2,Snack,scooter,0.0,No,Metropolitian,33,14,3,2022
27.0,4.5,18.994237,72.825553,19.024237,72.855553,Sunny,Jam,1,Meal,scooter,,No,Urban,13,24,3,2022
38.0,4.1,19.003517,72.82765,19.063517,72.88765,Sandstorms,Jam,1,Drinks,motorcycle,0.0,No,Metropolitian,31,11,3,2022
37.0,4.9,19.207222,72.972281,19.277222,73.042281,Sandstorms,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,36,27,3,2022
32.0,4.0,26.911378,75.789034,26.991378,75.869034,Fog,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,44,14,3,2022
30.0,4.6,26.891191,75.802083,26.921191,75.832083,Windy,Jam,0,Drinks,motorcycle,1.0,No,Urban,30,5,3,2022
34.0,4.7,-22.577821,88.400581,22.587821,88.410581,Stormy,Low,2,Meal,motorcycle,0.0,No,Urban,20,13,2,2022
21.0,4.6,21.149569,72.772697,21.199569,72.822697,Stormy,Jam,1,Snack,scooter,0.0,No,Metropolitian,20,24,3,2022
31.0,4.8,19.12663,72.829976,19.23663,72.939976,Stormy,Low,2,Buffet,motorcycle,0.0,No,Metropolitian,28,20,3,2022
29.0,4.9,26.90294,75.793007,26.98294,75.873007,Fog,Jam,2,Buffet,scooter,1.0,No,Urban,37,20,3,2022
39.0,5.0,23.39925,85.390464,23.47925,85.470464,Stormy,Low,2,Snack,scooter,0.0,No,Metropolitian,25,25,3,2022
20.0,4.9,0.0,0.0,0.01,0.01,Cloudy,High,1,Drinks,motorcycle,1.0,No,Metropolitian,31,11,2,2022
35.0,4.3,11.025083,77.015393,11.065083,77.055393,Fog,High,1,Meal,scooter,1.0,No,,31,26,3,2022
,,18.994237,72.825553,19.044237,72.875553,Fog,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,25,1,3,2022
25.0,5.0,23.351058,85.325731,23.421058,85.395731,Fog,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,35,10,3,2022
37.0,4.5,10.994136,76.963303,11.004136,76.973303,Sandstorms,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,25,24,3,2022
,,11.001753,76.986241,11.131753,77.116241,,,3,Snack,motorcycle,0.0,No,Urban,23,2,3,2022
30.0,4.8,12.316967,76.603067,12.346967,76.633067,Cloudy,Low,1,Snack,scooter,,No,Metropolitian,16,3,4,2022
28.0,4.8,22.31279,73.170283,22.34279,73.200283,Sunny,Low,2,Buffet,motorcycle,1.0,No,Metropolitian,17,7,3,2022
,,12.979096,77.640625,12.999096,77.660625,Cloudy,Low,0,Drinks,motorcycle,1.0,No,Urban,20,5,4,2022
20.0,4.6,26.766536,75.837333,26.806536,75.877333,Sandstorms,High,1,Buffet,motorcycle,1.0,No,Metropolitian,18,7,3,2022
21.0,4.9,26.846156,75.8023,26.856156,75.8123,Sunny,Low,2,Snack,motorcycle,1.0,No,Metropolitian,20,3,3,2022
39.0,4.6,22.745536,75.893106,22.775536,75.923106,Windy,Jam,2,Drinks,scooter,1.0,No,Urban,30,3,4,2022
,,-17.440827,78.393391,17.450827,78.403391,,,3,Snack,electric_scooter,1.0,No,Metropolitian,19,19,3,2022
25.0,4.6,18.927584,72.832585,18.937584,72.842585,Stormy,High,2,Drinks,electric_scooter,0.0,No,Urban,22,7,3,2022
34.0,4.0,23.374989,85.335486,23.414989,85.375486,Sandstorms,Medium,1,Snack,scooter,1.0,No,Urban,31,13,3,2022
37.0,4.8,22.728163,75.884212,22.788163,75.944212,Cloudy,Jam,0,Snack,motorcycle,1.0,No,Urban,28,1,3,2022
33.0,4.6,12.304569,76.643622,12.394569,76.733622,Sandstorms,Medium,0,Meal,motorcycle,2.0,No,,40,14,3,2022
38.0,4.0,13.005801,80.250744,13.045801,80.290744,Cloudy,High,2,Drinks,scooter,1.0,No,Urban,33,19,3,2022
28.0,4.8,15.157944,73.950889,15.267944,74.060889,Sandstorms,Medium,1,Drinks,scooter,1.0,No,Metropolitian,27,18,2,2022
22.0,4.9,15.556561,73.763633,15.596561,73.803633,Windy,High,2,Drinks,scooter,0.0,No,Urban,14,17,2,2022
39.0,4.4,22.744648,75.894377,22.824648,75.974377,Fog,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,41,2,3,2022
23.0,2.6,30.885915,75.788259,30.995915,75.898259,Sunny,Low,1,Drinks,scooter,1.0,No,Metropolitian,43,12,2,2022
31.0,4.8,22.753839,75.897429,22.803839,75.947429,Windy,Medium,0,Meal,motorcycle,0.0,No,Metropolitian,29,1,4,2022
26.0,4.9,12.933284,77.615428,13.003284,77.685428,Cloudy,Medium,1,Meal,scooter,1.0,No,Metropolitian,28,2,3,2022
27.0,4.9,19.131141,72.813074,19.151141,72.833074,Sandstorms,Low,1,Snack,scooter,1.0,No,Urban,15,30,3,2022
27.0,4.7,26.47775,80.351569,26.53775,80.411569,Fog,Medium,1,Buffet,motorcycle,0.0,,Urban,12,17,2,2022
35.0,5.0,27.165108,78.015053,27.215108,78.065053,Sandstorms,Low,2,Snack,motorcycle,0.0,No,Urban,28,17,2,2022
35.0,4.6,19.121999,72.908493,19.181999,72.968493,Cloudy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,26,30,3,2022
21.0,4.7,26.891191,75.802083,26.921191,75.832083,Fog,Jam,1,Meal,scooter,0.0,No,Metropolitian,21,26,3,2022
24.0,4.6,25.45235,81.841889,25.50235,81.891889,Windy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,28,15,2,2022
26.0,4.9,23.355164,85.324097,23.385164,85.354097,Stormy,Medium,1,Drinks,scooter,0.0,No,Metropolitian,29,15,3,2022
21.0,4.9,22.751234,75.88949,22.821234,75.95949,Fog,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,33,2,4,2022
34.0,4.5,12.935662,77.61413,12.965662,77.64413,Sunny,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,25,19,3,2022
39.0,4.9,22.745049,75.892471,22.835049,75.982471,Sunny,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,27,12,3,2022
33.0,5.0,27.157772,78.04725,27.297772,78.18725,Fog,Jam,1,Drinks,scooter,0.0,Yes,Urban,45,14,2,2022
39.0,4.0,11.001753,76.986241,11.131753,77.116241,Fog,Jam,1,Meal,motorcycle,2.0,No,Metropolitian,39,25,3,2022
37.0,4.8,19.178321,72.834715,19.288321,72.944715,Sunny,Low,1,Meal,scooter,1.0,No,Urban,29,12,3,2022
31.0,4.7,22.310329,73.169083,22.350329,73.209083,Stormy,High,2,Snack,scooter,1.0,No,Metropolitian,33,3,3,2022
29.0,4.6,0.0,0.0,0.02,0.02,Windy,High,1,Snack,scooter,1.0,No,Urban,15,15,2,2022
28.0,4.9,21.17106,72.789292,21.24106,72.859292,Stormy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,27,2,4,2022
21.0,4.8,25.443994,81.860187,25.533994,81.950187,Fog,Medium,0,Snack,motorcycle,2.0,No,Metropolitian,38,12,2,2022
38.0,4.5,26.921411,75.793604,26.961411,75.833604,Stormy,Medium,1,Buffet,scooter,1.0,No,,29,24,3,2022
38.0,4.8,0.0,0.0,0.01,0.01,Sunny,Low,2,Drinks,electric_scooter,1.0,No,Urban,14,26,3,2022
26.0,4.9,13.044694,80.26147,13.054694,80.27147,Sunny,High,2,Drinks,scooter,0.0,No,Metropolitian,10,17,3,2022
30.0,4.9,22.311358,73.164798,22.321358,73.174798,Windy,Low,2,Meal,scooter,1.0,No,Metropolitian,21,11,3,2022
31.0,5.0,30.359722,78.067079,30.369722,78.077079,Fog,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,25,13,2,2022
,,12.906229,77.596791,12.986229,77.676791,Sunny,Medium,0,Meal,motorcycle,0.0,No,Urban,34,4,4,2022
34.0,4.6,19.178321,72.834715,19.248321,72.904715,Stormy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,27,31,3,2022
30.0,4.7,11.022169,76.999594,11.102169,77.079594,Sandstorms,Medium,2,Meal,scooter,1.0,No,Metropolitian,21,12,3,2022
34.0,4.1,19.178321,72.834715,19.288321,72.944715,Cloudy,Jam,2,Buffet,motorcycle,1.0,No,Urban,41,27,3,2022
37.0,4.9,0.0,0.0,0.11,0.11,Fog,Jam,1,Meal,scooter,1.0,No,Metropolitian,38,18,2,2022
33.0,4.0,19.178321,72.834715,19.248321,72.904715,Windy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,52,8,3,2022
39.0,5.0,18.636215,73.751081,18.706215,73.821081,Cloudy,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,37,25,3,2022
33.0,4.9,18.55144,73.804855,18.68144,73.934855,Stormy,Medium,2,Snack,motorcycle,1.0,No,Metropolitian,22,12,3,2022
27.0,4.3,22.308096,73.167753,22.418096,73.277753,Fog,Jam,1,Buffet,scooter,0.0,No,Metropolitian,35,25,3,2022
23.0,4.8,17.458998,78.500366,17.508998,78.550366,Windy,Low,1,Snack,motorcycle,1.0,No,Urban,13,19,3,2022
31.0,4.4,22.307898,73.167788,22.377898,73.237788,Windy,Jam,2,Drinks,scooter,1.0,No,Urban,40,4,4,2022
27.0,4.9,22.307898,73.167788,22.437898,73.297788,Cloudy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,22,14,3,2022
34.0,4.8,23.355164,85.324097,23.415164,85.384097,Windy,Low,1,Meal,scooter,1.0,No,Metropolitian,25,9,3,2022
32.0,3.8,18.520016,73.830547,18.630016,73.940547,Windy,Medium,2,Snack,motorcycle,0.0,No,Metropolitian,35,29,3,2022
26.0,4.7,22.53796,88.349843,22.56796,88.379843,Fog,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,21,15,2,2022
22.0,4.8,23.359033,85.325347,23.419033,85.385347,Windy,Low,1,Meal,scooter,0.0,No,Urban,12,21,3,2022
26.0,4.5,12.933298,77.614293,12.943298,77.624293,Cloudy,Low,2,Snack,electric_scooter,1.0,No,Metropolitian,13,24,3,2022
39.0,4.9,26.921411,75.793604,27.051411,75.923604,Stormy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,37,6,4,2022
28.0,4.2,12.323978,76.627961,12.383978,76.687961,Stormy,Low,0,Drinks,motorcycle,1.0,No,,22,7,3,2022
22.0,4.2,13.027018,80.254791,13.057018,80.284791,Stormy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,26,1,3,2022
29.0,4.7,23.416792,85.316842,23.476792,85.376842,Stormy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,19,30,3,2022
37.0,4.9,11.003669,76.976494,11.013669,76.986494,Sunny,Low,2,Snack,scooter,0.0,No,Urban,17,28,3,2022
21.0,5.0,30.873988,75.842739,30.953988,75.922739,Windy,Jam,1,Snack,scooter,1.0,No,Metropolitian,25,18,2,2022
36.0,4.7,21.173343,72.792731,21.243343,72.862731,Windy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,45,20,3,2022
29.0,4.9,19.178321,72.834715,19.188321,72.844715,Stormy,High,1,Buffet,motorcycle,0.0,No,Urban,29,26,3,2022
36.0,4.6,18.536562,73.896485,18.616562,73.976485,Cloudy,Low,0,Snack,motorcycle,2.0,No,Metropolitian,39,23,3,2022
36.0,4.2,18.636215,73.751081,18.746215,73.861081,Sunny,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,36,12,3,2022
39.0,4.3,11.001852,76.976268,11.011852,76.986268,Stormy,High,0,Drinks,motorcycle,0.0,No,Metropolitian,38,15,3,2022
24.0,4.7,18.539299,73.897902,18.619299,73.977902,Sandstorms,Low,2,Meal,motorcycle,0.0,No,Urban,16,2,4,2022
28.0,4.8,30.895817,75.813112,30.915817,75.833112,Stormy,High,0,Buffet,motorcycle,1.0,No,Metropolitian,35,15,2,2022
37.0,4.2,27.160934,78.044095,27.250934,78.134095,Fog,Low,2,Meal,electric_scooter,0.0,No,Metropolitian,35,14,2,2022
33.0,4.5,-19.875337,75.316722,19.895337,75.336722,Windy,High,2,Buffet,electric_scooter,0.0,No,Urban,27,15,2,2022
23.0,4.8,26.911927,75.797282,27.051927,75.937282,Windy,Medium,2,Buffet,scooter,0.0,No,Metropolitian,29,2,4,2022
32.0,4.6,26.90294,75.793007,27.04294,75.933007,Windy,Medium,2,Buffet,scooter,0.0,No,Metropolitian,25,8,3,2022
36.0,4.7,17.483216,78.552111,17.493216,78.562111,Sunny,Low,0,Meal,motorcycle,1.0,No,Urban,25,11,3,2022
33.0,4.3,26.90294,75.793007,26.93294,75.823007,Stormy,Low,0,Drinks,motorcycle,1.0,No,Urban,27,19,3,2022
34.0,4.5,18.516216,73.842527,18.566216,73.892527,Sunny,Medium,0,Buffet,motorcycle,1.0,No,Urban,21,1,4,2022
34.0,3.5,13.058616,80.264151,13.128616,80.334151,Sandstorms,Jam,2,Buffet,motorcycle,1.0,No,Metropolitian,32,6,4,2022
38.0,5.0,12.323194,76.630583,12.383194,76.690583,Windy,Jam,2,Drinks,electric_scooter,1.0,No,Metropolitian,32,9,3,2022
20.0,4.5,22.725835,75.887648,22.785835,75.947648,Sunny,Jam,1,Meal,scooter,0.0,No,Urban,10,28,3,2022
24.0,4.8,21.149834,72.778666,21.259834,72.888666,Cloudy,Jam,1,Drinks,motorcycle,3.0,Yes,Metropolitian,44,23,3,2022
28.0,4.7,0.0,0.0,0.01,0.01,Windy,Low,2,Snack,motorcycle,0.0,No,Metropolitian,11,3,4,2022
22.0,5.0,23.333017,85.3172,23.363017,85.3472,Cloudy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,24,30,3,2022
30.0,3.9,11.003669,76.976494,11.133669,77.106494,Stormy,Jam,2,Buffet,scooter,0.0,No,Metropolitian,35,10,3,2022
39.0,5.0,12.934365,77.616155,12.944365,77.626155,Sunny,Low,2,Snack,scooter,1.0,No,Urban,18,11,3,2022
37.0,4.4,13.054347,80.257221,13.074347,80.277221,Sandstorms,High,0,Drinks,motorcycle,1.0,No,Metropolitian,43,1,3,2022
21.0,4.7,21.175975,72.795503,21.195975,72.815503,Sandstorms,Low,2,Drinks,motorcycle,0.0,No,Urban,11,9,3,2022
,,26.913987,75.752891,27.023987,75.862891,Stormy,Low,0,Snack,motorcycle,1.0,No,Urban,21,6,4,2022
30.0,4.8,11.026117,76.944652,11.096117,77.014652,Windy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,26,14,3,2022
37.0,4.8,22.515082,88.36783,22.535082,88.38783,Cloudy,Low,2,Buffet,motorcycle,0.0,No,Metropolitian,19,11,2,2022
33.0,5.0,12.325461,76.632278,12.405461,76.712278,Fog,Medium,1,Drinks,motorcycle,3.0,No,Metropolitian,42,6,4,2022
39.0,3.5,13.045479,80.23311,13.155479,80.34311,Sandstorms,Jam,1,Buffet,motorcycle,1.0,No,Urban,34,6,4,2022
20.0,4.6,26.913726,75.75282,27.003726,75.842821,Fog,Jam,2,Drinks,scooter,1.0,No,Urban,31,18,3,2022
25.0,4.6,30.362686,78.06889,30.382686,78.08889,Fog,Low,1,Snack,motorcycle,1.0,No,Metropolitian,12,11,2,2022
23.0,4.9,0.0,0.0,0.09,0.09,Cloudy,Medium,2,Snack,electric_scooter,0.0,No,Metropolitian,26,18,2,2022
37.0,4.9,23.234631,77.401663,23.244631,77.411663,Sandstorms,High,2,Buffet,electric_scooter,0.0,No,Metropolitian,27,15,2,2022
30.0,3.7,12.939496,77.625999,13.049496,77.735999,Fog,Low,1,Snack,scooter,0.0,No,Metropolitian,35,10,3,2022
25.0,4.6,18.51421,73.838429,18.55421,73.878429,Fog,High,2,Meal,scooter,1.0,No,Urban,23,1,3,2022
35.0,4.7,23.374878,85.335739,23.484878,85.445739,Cloudy,Low,2,Drinks,electric_scooter,1.0,No,Metropolitian,27,23,3,2022
25.0,4.6,12.284747,76.625861,12.314747,76.655861,Fog,Low,2,Snack,scooter,0.0,No,Urban,13,21,3,2022
33.0,4.8,13.026279,80.174568,13.136279,80.284568,Cloudy,Medium,1,Meal,motorcycle,1.0,No,Urban,33,2,4,2022
34.0,5.0,23.359033,85.325347,23.489033,85.455347,Sunny,Jam,0,Buffet,motorcycle,0.0,No,Metropolitian,26,12,3,2022
26.0,4.7,30.899992,75.831338,30.939992,75.871338,Windy,High,0,Buffet,motorcycle,0.0,No,Urban,20,15,2,2022
21.0,4.4,0.0,0.0,0.13,0.13,Fog,Medium,1,Snack,scooter,1.0,No,Metropolitian,34,14,2,2022
28.0,4.9,0.0,0.0,0.13,0.13,Sandstorms,Low,0,Meal,motorcycle,1.0,No,Metropolitian,20,4,3,2022
28.0,5.0,11.025083,77.015393,11.055083,77.045393,Sunny,Jam,1,Meal,scooter,0.0,No,Metropolitian,18,28,3,2022
29.0,3.5,22.725835,75.887648,22.805835,75.967648,Sunny,Low,1,Snack,motorcycle,1.0,No,Metropolitian,42,29,3,2022
31.0,4.0,11.001753,76.986241,11.011753,76.996241,Sandstorms,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,33,28,3,2022
26.0,4.9,12.321214,76.621094,12.451214,76.751094,Windy,Low,1,Drinks,motorcycle,1.0,No,Urban,13,10,3,2022
28.0,4.6,17.451976,78.385883,17.561976,78.495883,Stormy,Medium,0,Snack,motorcycle,1.0,No,Urban,37,27,3,2022
32.0,4.5,26.956431,75.776649,27.046431,75.866649,Stormy,Medium,2,Meal,scooter,1.0,No,Metropolitian,26,27,3,2022
21.0,4.8,18.636215,73.751081,18.766215,73.881081,Sandstorms,Low,1,Drinks,motorcycle,1.0,No,Urban,12,10,3,2022
22.0,4.6,12.949934,77.699386,13.079934,77.829386,Windy,Low,2,Drinks,scooter,0.0,No,Metropolitian,14,23,3,2022
39.0,4.9,21.17106,72.789292,21.30106,72.919292,Sandstorms,Medium,2,Drinks,scooter,1.0,No,Urban,28,25,3,2022
28.0,4.8,12.299524,76.64262,12.349524,76.69262,Sandstorms,Jam,2,Drinks,electric_scooter,1.0,No,Metropolitian,14,30,3,2022
21.0,4.6,11.016298,76.972076,11.146298,77.102076,Stormy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,29,12,3,2022
30.0,4.4,21.160522,72.771477,21.250522,72.861477,Windy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,33,14,3,2022
38.0,5.0,18.536562,73.896485,18.626562,73.986485,Fog,Medium,1,Drinks,scooter,1.0,No,Metropolitian,34,2,4,2022
29.0,4.3,27.161694,78.034714,27.181694,78.054714,Sandstorms,Low,0,Snack,motorcycle,0.0,No,Urban,15,13,2,2022
34.0,5.0,11.008638,76.984311,11.028638,77.004311,Sunny,Low,0,Snack,motorcycle,1.0,No,Metropolitian,26,11,3,2022
29.0,4.7,12.975996,80.221898,13.085996,80.331898,Windy,Jam,0,Buffet,motorcycle,1.0,No,Urban,37,12,3,2022
37.0,4.9,0.0,0.0,0.11,0.11,Cloudy,Jam,2,Meal,motorcycle,1.0,No,Metropolitian,46,14,2,2022
23.0,4.8,12.975996,80.221898,13.045996,80.291898,Windy,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,28,18,3,2022
22.0,4.5,22.311603,73.165012,22.361603,73.215012,Cloudy,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,28,24,3,2022
,,26.891191,75.802083,26.911191,75.822083,Fog,High,1,Buffet,scooter,1.0,No,Metropolitian,31,1,3,2022
33.0,5.0,23.351489,85.324253,23.361489,85.334253,Fog,High,1,Snack,motorcycle,2.0,No,Metropolitian,38,24,3,2022
31.0,4.4,19.254567,72.848923,19.294567,72.888923,Sandstorms,High,1,Buffet,scooter,1.0,No,Metropolitian,33,3,4,2022
24.0,4.7,18.530963,73.828972,18.610963,73.908972,Sandstorms,Jam,1,Drinks,scooter,1.0,No,Metropolitian,24,27,3,2022
21.0,5.0,23.374989,85.335486,23.404989,85.365486,Fog,Jam,2,Buffet,scooter,1.0,No,Metropolitian,24,13,3,2022
